age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
7,4,238917,4,3,4,3,4,4,1,0,0,40,8,0
24,4,221947,15,10,2,4,0,4,1,0,1887,50,38,1
23,5,37997,15,10,2,5,0,4,1,0,0,50,38,0
38,4,147098,11,9,2,3,0,4,1,0,0,50,38,1
21,4,278253,11,9,0,1,4,4,0,0,0,48,38,0
6,4,195411,11,9,4,1,4,2,0,0,0,40,38,0
27,4,76196,9,13,2,4,0,4,1,0,0,50,38,0
28,4,120131,15,10,2,3,0,4,1,0,1887,40,38,1
3,6,186014,15,10,4,1,3,4,0,0,0,12,11,0
12,4,205903,11,9,4,8,3,4,1,0,0,40,38,0
26,7,125405,11,9,2,11,0,4,1,0,0,40,38,0
13,4,219838,2,8,0,7,1,4,1,0,0,40,38,0
11,7,19395,15,10,4,1,1,4,0,0,0,38,38,0
14,4,223327,11,9,2,4,0,4,1,0,0,40,38,1
35,4,114062,11,9,0,3,4,4,0,0,0,40,38,0
19,4,95654,9,13,2,10,5,4,0,0,0,50,19,1
21,4,177305,11,9,2,3,0,4,1,0,0,45,38,0
49,0,299616,15,10,2,0,0,4,1,0,0,40,38,0
46,6,117681,8,11,2,5,0,4,1,0,0,40,38,0
4,4,237651,15,10,4,8,3,4,1,0,0,35,38,0
16,7,150570,11,9,0,1,1,4,1,0,0,40,38,0
29,7,106705,15,10,0,10,4,4,0,1506,0,50,38,0
3,0,174714,15,10,4,0,3,4,1,0,0,20,38,0
30,5,175958,9,13,4,12,1,4,1,3325,0,60,38,0
16,4,144064,10,16,2,10,0,4,1,0,0,55,38,1
49,0,107112,5,4,4,0,2,2,1,0,0,30,38,0
3,4,54152,15,10,4,1,3,4,0,0,0,30,0,0
11,4,152951,11,9,0,6,1,4,1,0,0,40,38,0
29,4,190487,11,9,0,9,4,4,0,0,0,28,7,0
8,4,306666,15,10,2,12,0,2,1,0,0,45,38,0
20,4,195148,11,9,2,3,3,4,1,3137,0,40,38,0
14,6,226624,6,5,2,3,0,4,1,0,0,60,38,0
32,4,157569,11,9,2,3,0,4,1,0,0,40,38,0
5,7,22966,15,10,3,13,4,4,1,0,0,20,38,0
35,4,379682,8,11,2,8,5,4,0,0,0,20,38,1
12,4,446559,7,12,2,4,5,4,0,0,0,50,38,0
1,4,41794,1,7,4,8,3,4,0,0,0,20,38,0
14,2,90409,15,10,2,4,0,4,1,0,0,35,38,0
6,4,125491,15,10,4,8,1,1,0,0,0,35,39,0
10,0,129661,8,11,2,0,5,0,0,0,0,40,38,1
37,6,104748,0,6,2,12,0,4,1,0,0,65,38,0
33,2,169182,11,9,0,8,4,4,0,0,0,49,6,0
29,4,324655,12,14,2,13,0,4,1,0,1902,40,0,1
7,4,122272,9,13,4,5,3,4,0,0,0,40,38,0
0,0,114798,1,7,4,0,3,4,0,0,0,18,38,0
32,5,289707,11,9,5,8,1,4,1,0,0,45,38,0
37,2,137691,11,9,2,3,0,4,1,0,0,40,38,1
24,4,84610,9,13,2,4,0,4,1,0,1902,60,38,1
32,4,166789,11,9,2,1,0,4,1,0,0,40,38,0
19,2,348728,9,13,4,10,1,4,0,0,0,35,38,0
6,4,348092,11,9,4,14,3,2,1,0,0,40,14,0
46,4,154526,15,10,6,8,1,4,0,0,0,40,38,0
50,4,288371,11,9,2,12,0,4,1,0,0,40,2,1
6,4,182342,11,9,4,3,1,4,1,0,0,40,38,0
5,4,244366,9,13,4,10,3,4,1,0,0,40,38,0
49,4,102423,8,11,2,1,0,4,1,0,0,30,38,0
8,4,259688,1,7,2,3,0,4,1,0,0,50,38,0
13,4,98733,15,10,0,7,4,4,0,0,0,20,38,0
18,4,174856,11,9,2,14,0,4,1,2885,0,40,38,0
50,6,141797,5,4,2,4,0,4,1,0,0,40,38,0
13,4,327202,2,8,4,3,1,2,1,0,0,40,38,0
9,4,76996,15,10,4,7,1,2,0,0,0,38,38,0
17,4,260560,11,9,2,7,0,4,1,0,0,40,38,0
4,4,370990,15,10,4,12,3,4,1,0,0,40,38,0
1,4,129010,2,8,4,3,3,4,1,0,0,10,38,0
4,4,452640,11,9,4,3,1,4,1,0,0,40,38,0
59,5,120796,6,5,2,10,0,4,1,0,0,40,38,0
34,1,45334,15,10,2,11,0,1,1,0,0,70,0,0
9,4,229523,11,9,2,7,5,4,0,0,0,56,38,0
1,4,127388,2,8,4,8,1,4,0,0,0,25,38,0
1,0,395567,1,7,4,0,3,4,1,0,0,40,38,0
17,4,119422,8,11,2,7,0,4,1,0,1672,50,38,0
42,4,193895,11,9,0,4,1,4,0,0,0,40,38,0
38,4,163083,9,13,5,4,1,4,1,14084,0,45,38,1
16,6,155343,15,10,4,5,1,4,1,0,0,72,38,0
8,4,73895,11,9,4,8,3,4,0,0,0,10,38,0
31,4,107682,11,9,6,7,1,4,0,0,0,10,38,0
47,4,321166,9,13,0,12,1,4,0,0,0,5,38,0
30,2,154940,12,14,4,10,1,4,0,0,0,45,38,1
9,4,103700,15,10,4,13,3,4,0,0,0,40,38,0
19,4,63509,7,12,2,10,0,4,1,0,0,48,38,1
4,4,243842,11,9,2,5,0,4,1,0,0,40,38,0
37,0,187221,5,4,4,0,1,4,0,0,0,25,38,0
13,4,58597,11,9,4,7,3,4,1,0,0,44,38,0
24,6,190290,11,9,0,3,1,4,1,0,0,40,38,0
36,0,158352,12,14,4,0,1,4,0,8614,0,35,38,1
17,4,62165,15,10,4,12,2,2,1,0,0,30,38,0
3,0,307149,15,10,4,0,3,4,0,0,0,35,38,0
7,4,280134,0,6,4,12,1,4,1,0,0,49,8,0
9,4,118736,9,13,4,10,1,4,0,0,0,20,38,0
8,4,171114,11,9,4,1,1,4,0,0,0,48,38,0
18,4,169638,15,10,0,12,4,4,0,0,0,36,38,0
24,4,125461,15,10,0,3,1,4,1,0,0,40,38,1
16,4,145434,1,7,4,3,3,4,1,0,0,40,38,0
1,4,152182,15,10,4,8,3,4,0,0,0,25,38,0
10,5,233724,11,9,5,1,1,4,1,0,0,38,38,0
15,4,153963,11,9,0,8,4,4,0,0,0,35,38,0
34,2,88120,11,9,4,8,1,2,1,0,0,40,38,0
21,4,96330,8,11,0,1,4,2,0,0,0,40,38,0
24,2,66118,15,10,2,14,5,4,0,0,0,25,38,0
9,4,182178,15,10,2,3,0,4,1,2829,0,40,38,0
21,6,53628,8,11,0,4,4,4,1,0,0,35,38,0
37,4,174865,6,5,2,4,0,4,1,0,0,45,38,1
13,4,66194,9,13,4,10,1,4,0,0,0,60,27,0
14,4,73796,15,10,6,4,4,4,0,0,0,30,38,0
9,7,28366,9,13,4,10,1,4,1,0,0,40,38,0
58,6,231741,10,16,2,10,0,4,1,4931,0,3,38,0
12,4,237865,12,14,4,14,3,2,1,0,0,40,38,0
44,4,195453,11,9,2,4,0,4,1,0,0,50,38,1
7,4,116934,15,10,5,12,4,4,0,0,0,45,38,0
5,0,87867,2,8,4,0,1,4,1,0,0,30,38,0
17,4,456399,7,12,4,10,1,4,1,0,0,40,38,0
25,4,263608,15,10,0,3,3,4,1,0,0,40,38,0
7,4,263498,1,7,4,3,1,4,1,0,0,40,38,0
25,6,183765,7,12,2,12,0,4,1,0,0,40,0,0
10,1,469705,11,9,4,3,1,2,1,0,1980,40,38,0
22,2,113253,9,13,2,10,5,4,0,0,0,50,38,1
3,4,138768,11,9,4,6,3,4,1,0,0,40,38,0
34,4,302146,1,7,4,8,1,2,0,0,0,40,38,0
51,4,253866,9,13,2,12,0,4,1,0,0,30,38,0
11,1,214858,11,9,4,7,3,4,1,0,0,48,38,0
26,4,243476,11,9,0,13,1,4,0,0,0,40,38,0
18,4,169104,15,10,3,3,1,4,1,0,0,40,38,0
27,4,103218,11,9,0,1,4,2,0,0,0,40,38,0
24,4,57233,9,13,4,6,1,4,1,0,0,40,38,0
27,4,228320,11,9,2,13,0,4,1,0,0,45,38,1
3,4,217421,11,9,2,1,2,4,0,0,0,40,38,0
29,4,185041,11,9,2,3,0,4,1,0,0,75,38,1
10,6,37302,7,12,2,14,0,4,1,7688,0,70,38,1
15,4,261059,15,10,4,8,1,4,1,0,0,50,38,0
29,4,59767,15,10,0,12,1,4,1,0,0,50,38,0
9,4,333541,11,9,4,8,1,4,1,0,0,24,38,0
3,4,133352,15,10,4,1,3,1,0,0,0,40,39,0
19,4,99270,11,9,2,5,5,4,0,0,0,40,38,0
32,4,204629,9,13,2,4,0,4,1,0,0,40,38,1
15,4,34104,11,9,2,4,0,4,1,3103,0,55,38,1
15,4,312667,9,13,2,10,0,4,1,15024,0,50,38,1
32,4,329603,9,13,2,3,0,4,1,0,1902,40,38,1
19,4,281021,11,9,4,14,1,4,1,0,0,45,38,0
5,4,275385,15,10,4,8,2,4,1,0,0,25,38,0
35,1,129177,11,9,0,1,1,4,0,0,0,40,38,0
25,4,385591,11,9,2,4,0,4,1,0,0,50,38,1
5,0,201179,15,10,4,0,3,4,1,0,0,40,38,0
55,4,38360,11,9,6,8,4,4,0,0,0,16,38,0
13,2,73796,9,13,5,10,1,4,0,0,0,40,38,0
27,4,67671,15,10,2,6,0,4,1,0,0,40,38,0
6,4,257621,9,13,4,12,1,4,0,0,0,45,38,0
5,4,180052,15,10,4,12,3,4,1,0,0,20,38,0
42,4,656036,9,13,5,1,4,4,1,0,0,60,38,0
29,4,215943,11,9,0,10,4,4,0,0,0,40,38,0
13,4,488720,8,11,2,6,0,4,1,0,0,40,25,0
47,1,199298,5,4,6,8,4,4,0,0,0,30,32,0
14,4,305692,15,10,2,12,5,2,0,0,0,40,38,0
47,4,114994,11,9,2,8,0,4,1,0,0,20,38,0
28,4,88265,11,9,4,7,3,4,0,0,0,40,38,0
42,4,168569,11,9,2,7,0,4,1,0,1887,40,38,1
15,4,175413,11,9,4,1,2,2,0,0,0,40,22,0
26,4,161226,9,13,2,7,0,0,1,0,0,40,38,0
49,0,160995,0,6,0,0,1,4,0,1086,0,20,38,0
6,4,208598,15,10,4,12,1,4,1,0,0,45,38,0
32,6,200471,11,9,2,3,0,4,1,0,0,40,38,0
15,4,256609,2,8,2,7,0,4,1,0,0,40,25,0
32,4,176684,8,11,4,4,4,4,0,0,0,40,38,0
16,4,206512,15,10,0,10,1,4,1,0,0,40,38,0
11,4,212640,14,15,4,10,1,4,0,0,0,85,38,0
30,4,148724,11,9,2,12,0,2,1,0,0,40,38,0
24,4,266510,11,9,4,8,3,4,1,0,0,40,38,0
17,2,240252,12,14,2,4,0,4,1,0,0,40,38,1
8,4,358975,11,9,4,8,1,4,0,0,0,35,38,0
3,0,124242,15,10,4,0,3,4,0,0,0,40,38,0
4,4,434710,15,10,4,12,1,4,0,0,0,15,38,0
8,4,204338,11,9,4,5,4,4,1,0,0,30,0,0
29,4,241844,6,5,2,8,0,4,1,0,0,40,38,0
20,4,191342,3,2,2,3,0,1,1,0,0,40,1,0
24,4,221947,15,10,2,3,0,4,1,0,0,56,38,1
27,4,111483,11,9,4,1,3,4,1,0,1504,50,38,0
13,4,65278,11,9,2,13,0,4,1,0,0,40,38,1
37,4,133403,15,10,2,7,0,4,1,0,0,40,38,0
18,6,166416,11,9,2,5,0,4,1,0,0,99,38,0
41,0,142158,11,9,6,0,1,4,0,0,0,12,38,0
4,4,221480,15,10,4,13,3,4,0,0,0,25,7,0
18,6,189878,12,14,2,12,0,4,1,0,0,40,38,1
18,4,278403,14,15,2,10,0,4,1,0,0,80,38,1
2,4,184710,15,10,4,3,3,4,1,0,0,20,38,0
31,4,177775,11,9,0,4,1,4,0,0,0,40,38,0
39,0,275943,15,10,2,0,0,4,1,0,0,40,26,0
48,6,225473,15,10,6,3,1,4,0,0,0,35,38,0
23,4,289403,9,13,5,1,4,2,1,0,0,35,38,0
9,4,269060,11,9,4,1,1,4,0,0,0,40,38,0
28,4,449354,15,10,2,4,0,4,1,0,0,40,38,0
9,4,214413,15,10,4,3,3,4,1,0,0,40,38,0
15,4,80058,11,9,2,1,0,4,1,0,0,40,38,0
18,4,202027,9,13,0,4,1,4,1,27828,0,50,38,1
5,6,123440,15,10,4,3,1,4,1,0,0,48,38,0
20,4,191524,8,11,5,10,3,4,0,0,0,38,38,0
8,4,308144,9,13,4,3,1,4,1,0,0,40,25,0
47,4,164204,3,2,2,14,0,4,1,0,0,53,0,0
29,4,205100,8,11,2,4,0,4,1,0,0,48,38,1
13,4,195750,11,9,4,6,3,4,1,0,0,27,38,0
46,4,149756,7,12,0,4,1,4,1,0,0,40,38,1
34,2,240358,11,9,2,11,0,4,1,0,0,40,38,1
51,6,241174,5,4,2,4,0,4,1,0,0,16,38,0
19,4,356838,10,16,2,10,0,4,1,0,0,50,2,0
11,5,115705,15,10,4,4,1,4,1,0,0,50,38,0
24,2,137142,15,10,2,12,0,4,1,0,0,40,38,0
30,4,296066,15,10,2,10,0,4,1,0,0,40,38,0
5,4,401335,15,10,4,8,4,2,0,0,0,30,38,0
16,0,182771,9,13,4,0,3,1,1,0,0,80,29,0
17,5,186824,14,15,2,10,0,4,1,15024,0,40,38,1
29,1,162187,9,13,2,10,0,4,1,0,0,40,38,1
11,4,98010,15,10,3,1,3,4,0,0,0,40,38,0
19,4,172538,11,9,2,3,0,4,1,0,0,52,38,1
1,4,80163,15,10,4,12,3,4,0,0,0,20,38,0
16,2,43959,12,14,2,10,0,4,1,7688,0,50,38,1
34,4,162632,11,9,2,14,0,4,1,7298,0,60,38,1
39,6,115422,11,9,2,4,0,4,1,0,0,35,38,0
37,4,100933,11,9,4,1,4,4,0,0,0,40,38,0
12,4,270379,11,9,4,4,4,2,0,0,0,40,38,0
23,4,20109,15,10,0,6,1,0,0,0,0,84,38,0
36,4,114758,12,14,2,4,0,4,1,15024,0,65,38,1
5,4,100345,11,9,4,6,3,4,1,0,0,35,38,0
16,4,184901,11,9,2,7,0,4,1,0,0,40,38,1
11,4,87239,11,9,0,14,1,4,1,0,0,50,38,0
46,4,127363,15,10,2,10,5,4,0,0,0,12,38,0
36,1,199720,10,16,2,10,0,4,1,15024,0,60,11,1
20,4,143058,0,6,2,3,0,4,1,0,0,50,38,0
33,1,36489,15,10,0,4,4,4,1,0,0,40,38,0
5,4,141698,11,9,4,3,3,4,1,0,0,40,38,0
23,1,26358,7,12,4,1,1,4,0,0,0,40,38,0
5,4,195532,9,13,4,10,1,4,0,8614,0,40,38,1
4,4,30039,15,10,4,10,3,4,1,0,0,40,38,0
8,4,125159,7,12,2,6,0,2,1,0,0,40,22,0
3,4,246250,15,10,4,3,1,4,0,0,0,40,38,0
26,1,77370,11,9,2,14,0,4,1,0,0,40,38,0
12,4,355569,8,11,4,4,4,4,0,0,0,50,38,0
15,4,180603,9,13,2,12,0,4,1,0,0,40,38,1
25,4,201785,12,14,2,12,0,4,1,0,0,50,38,1
16,4,256211,11,9,2,7,0,1,1,0,0,40,34,0
10,4,146764,15,10,2,4,5,4,0,0,0,40,38,1
5,0,211968,15,10,4,0,3,4,0,0,0,40,19,0
12,4,200515,15,10,2,7,0,4,1,0,0,38,38,0
12,4,52636,11,9,2,14,0,4,1,0,0,40,38,0
3,4,27049,15,10,4,4,3,4,0,0,0,20,38,0
18,4,111128,0,6,4,1,3,4,1,0,0,40,38,0
14,6,348038,9,13,2,10,0,4,1,0,1902,50,32,1
16,4,93930,11,9,4,3,1,4,1,0,0,50,38,0
50,4,397831,15,10,2,4,0,4,1,0,1539,40,38,0
29,4,33794,15,10,2,10,0,4,1,0,0,10,38,0
28,4,178215,6,5,2,7,5,4,0,0,0,40,38,1
0,2,191910,1,7,4,12,3,4,1,0,0,20,38,0
18,4,340110,9,13,2,4,0,4,1,0,1848,70,38,1
31,6,133694,9,13,3,4,1,2,1,0,0,40,22,1
32,4,148398,11,9,0,7,1,2,0,0,0,40,38,0
3,4,133515,15,10,4,12,2,4,0,0,0,40,38,0
10,4,181667,11,9,2,7,0,4,1,5013,0,46,2,0
47,4,159715,15,10,2,3,0,4,1,0,0,20,38,0
36,1,174040,15,10,5,3,1,2,1,0,0,40,38,0
35,4,117700,11,9,0,1,1,4,0,0,0,40,38,0
12,4,37215,11,9,2,3,0,4,1,0,0,55,38,0
15,5,46807,11,9,2,3,0,4,1,99999,0,40,38,1
31,6,317360,9,13,2,10,5,4,0,0,0,20,38,1
13,4,425627,15,10,4,3,2,4,1,0,0,40,25,0
17,4,82623,11,9,2,8,0,4,1,0,0,20,38,0
2,0,63574,15,10,4,0,3,4,1,0,0,50,38,0
22,4,140854,11,9,4,10,1,4,1,0,0,50,38,0
11,4,185061,1,7,4,6,2,4,1,0,0,40,38,0
0,4,160118,2,8,4,12,1,4,0,0,0,10,0,0
37,4,282680,9,13,4,10,1,4,0,0,0,50,38,0
7,4,137591,15,10,4,12,3,4,1,0,1762,40,38,0
8,4,198163,11,9,4,4,3,4,0,0,0,40,38,0
8,4,132749,1,7,0,8,4,4,0,0,0,12,38,0
31,2,31264,15,10,2,4,5,4,0,5178,0,40,38,1
7,4,399449,9,13,4,12,3,4,0,0,0,40,38,0
14,4,27494,15,10,2,12,0,1,1,0,0,50,35,0
30,4,368561,15,10,2,3,0,4,1,0,0,40,38,1
28,4,102096,9,13,2,4,0,4,1,0,0,40,0,1
2,4,406078,15,10,4,1,3,4,0,0,0,25,38,0
35,5,100506,15,10,2,12,0,4,1,15024,0,50,38,1
35,4,29658,11,9,2,1,0,4,1,0,0,40,38,0
2,0,20469,11,9,4,0,2,1,0,0,0,12,34,0
43,4,181953,11,9,2,14,0,4,1,0,0,28,38,0
26,4,304175,12,14,2,10,0,4,1,0,0,50,38,1
7,4,170070,7,12,0,8,3,4,0,0,0,30,38,0
3,0,193416,15,10,4,0,3,4,0,0,0,40,38,0
34,4,194908,11,9,4,1,1,4,0,0,0,40,38,0
21,6,357962,6,5,0,3,1,4,1,0,0,40,38,0
4,4,214716,15,10,4,1,3,4,0,0,0,10,38,0
23,5,207578,11,9,2,1,0,4,1,0,0,50,38,1
37,4,146409,15,10,6,4,4,4,0,0,0,40,38,0
18,4,341643,9,13,4,8,2,4,1,0,0,50,38,0
35,4,131631,1,7,5,7,4,2,1,0,0,40,38,0
36,4,88842,11,9,2,4,0,4,1,99999,0,40,38,1
39,0,128900,15,10,6,0,1,2,0,0,0,40,38,0
18,4,417136,11,9,0,3,4,2,1,0,0,40,38,0
26,6,336763,15,10,0,12,4,4,0,0,880,42,38,0
12,4,209301,9,13,2,3,0,4,1,0,0,40,2,0
12,4,120986,11,9,2,14,0,0,1,0,0,65,38,0
10,4,51025,11,9,4,8,1,4,0,0,0,40,38,0
41,4,218281,9,13,2,1,0,4,1,0,0,40,25,0
47,4,114994,11,9,2,6,0,4,1,0,0,18,38,0
36,4,335481,11,9,2,1,5,2,0,0,0,32,38,0
4,4,174503,11,9,4,1,1,4,0,0,0,30,38,0
23,6,230478,7,12,0,4,1,4,1,0,0,30,38,0
35,7,149650,10,16,2,10,0,4,1,0,0,40,19,1
21,4,149419,8,11,4,13,1,4,1,0,0,50,38,0
23,0,341539,15,10,0,0,1,4,0,0,0,30,38,0
22,4,185099,11,9,2,4,0,4,1,0,0,40,38,0
39,0,132930,12,14,4,0,1,4,0,0,0,50,38,1
51,4,128472,10,16,2,10,0,4,1,0,0,55,38,1
7,4,124971,11,9,4,12,1,4,1,0,0,38,38,0
23,5,344060,14,15,2,10,0,4,1,0,0,50,38,1
26,5,286750,14,15,2,10,0,2,1,0,0,99,38,1
21,4,296999,9,13,4,4,1,4,0,0,0,70,38,0
28,4,123681,11,9,2,12,0,4,1,0,0,40,38,1
1,4,232024,1,7,4,7,3,4,1,0,0,55,38,0
40,2,52267,12,14,2,4,0,4,1,0,0,50,38,1
32,4,119182,11,9,5,8,1,2,0,0,0,35,38,0
8,4,191230,15,10,4,4,3,4,0,0,0,40,40,0
35,1,23780,15,10,0,1,1,4,1,0,0,40,38,0
39,4,184553,0,6,0,3,1,4,1,0,0,56,38,0
9,5,242651,15,10,4,12,1,4,1,0,0,48,38,0
2,4,246226,11,9,4,3,1,4,0,0,0,40,38,0
8,5,86745,9,13,4,1,3,1,0,0,0,40,38,0
8,4,106889,11,9,2,1,5,4,0,0,0,30,38,0
4,4,460835,11,9,4,12,2,4,1,0,0,45,38,0
31,6,213140,5,4,2,3,0,4,1,0,0,40,21,0
16,7,37070,12,14,2,10,0,4,1,0,0,60,2,0
14,7,93589,11,9,0,11,3,3,1,0,0,40,38,0
9,6,213258,11,9,0,5,4,4,1,0,0,65,38,0
20,7,46814,9,13,4,10,1,4,1,0,0,38,38,0
12,0,168873,15,10,0,0,4,4,0,0,0,30,38,0
3,4,284737,15,10,4,8,3,4,1,0,0,20,38,0
11,4,309620,15,10,2,12,0,3,1,0,0,60,0,0
32,4,197418,11,9,6,1,4,4,0,0,0,20,38,0
56,0,132737,0,6,4,0,1,4,1,0,0,4,38,0
32,4,185041,12,14,2,4,0,4,1,0,1977,40,38,1
34,4,159604,15,10,2,10,5,4,0,0,0,40,38,1
23,4,123557,15,10,2,12,0,4,1,0,0,40,38,0
7,4,275421,8,11,4,7,3,4,0,0,0,40,38,0
1,4,167147,2,8,4,12,3,4,1,0,0,24,38,0
24,4,197583,0,6,2,14,0,2,1,0,0,40,38,1
29,4,175109,11,9,2,1,0,4,1,0,1485,40,38,1
29,4,117502,11,9,2,1,5,4,0,0,0,40,38,0
47,4,180401,0,6,2,14,0,4,1,0,0,40,38,1
33,6,146603,14,15,2,10,0,4,1,0,0,40,38,1
36,7,143822,12,14,2,10,0,4,1,0,0,36,38,1
4,4,51985,11,9,4,3,1,4,1,0,0,40,38,0
5,7,48121,15,10,2,8,0,4,1,0,0,25,38,0
20,4,234807,9,13,0,4,4,4,0,7430,0,45,38,1
22,1,65324,14,15,4,10,1,4,1,0,0,55,38,1
13,4,302149,9,13,2,12,0,1,1,0,0,40,18,0
8,4,168403,9,13,4,10,1,4,1,0,1741,40,38,0
9,4,159897,15,10,4,4,4,2,0,0,0,40,38,0
26,4,416338,9,13,4,12,1,4,1,0,0,50,38,0
42,4,370615,11,9,6,1,4,4,0,0,0,60,38,0
10,4,219371,11,9,3,1,4,4,0,0,0,40,22,0
38,4,120970,0,6,2,3,0,2,1,0,0,40,38,1
3,4,22966,15,10,4,8,3,4,1,0,0,12,2,0
8,4,34541,8,11,4,10,1,4,0,0,0,36,2,0
11,4,191027,7,12,5,8,1,4,1,0,0,40,38,0
12,4,107458,9,13,4,12,1,4,1,0,0,50,38,0
43,4,121832,1,7,2,12,0,4,1,0,0,40,38,1
20,2,233825,9,13,2,10,5,4,0,15024,0,50,38,1
8,4,73839,1,7,0,12,3,4,0,0,0,40,38,0
10,4,109165,15,10,2,3,0,4,1,0,0,60,38,0
33,7,103063,9,13,2,4,0,4,1,0,0,40,38,1
24,6,29762,15,10,2,5,0,4,1,5013,0,70,38,0
29,4,111979,5,4,2,3,0,4,1,0,0,47,38,0
18,4,150125,8,11,0,8,4,2,0,0,0,40,38,0
4,0,301853,15,10,4,0,3,4,1,0,0,40,38,0
18,0,296738,1,7,5,0,1,4,0,6849,0,60,38,0
23,4,118001,11,9,4,6,1,2,1,0,0,40,38,0
32,4,149337,9,13,2,4,0,4,1,0,0,40,38,1
12,4,36601,9,13,4,10,1,4,0,0,0,50,38,0
26,2,118600,9,13,0,10,4,4,0,0,625,40,38,0
22,4,279272,7,12,4,14,1,2,1,0,0,60,38,0
18,4,181020,11,9,4,6,3,4,1,0,0,60,38,0
35,4,165998,15,10,2,7,0,4,1,0,0,40,38,0
8,4,218136,15,10,4,6,1,2,1,0,0,40,27,0
3,5,182200,11,9,4,7,3,4,0,0,0,30,38,0
29,4,39363,15,10,0,8,4,4,0,0,0,10,0,0
7,4,140001,9,13,4,4,1,4,1,0,0,40,38,0
12,4,193260,9,13,2,3,2,1,1,0,0,30,18,0
4,4,191243,15,10,4,8,3,4,1,0,0,40,38,0
20,1,207887,9,13,0,4,2,4,0,0,0,50,38,0
26,1,211450,11,9,4,1,3,4,1,0,0,40,38,0
2,4,184759,11,9,4,1,1,4,0,0,0,26,38,0
30,4,197836,11,9,2,12,0,4,1,0,0,45,38,0
44,4,232308,11,9,2,14,0,4,1,0,0,45,38,1
4,0,189888,7,12,4,0,1,4,1,0,0,55,38,0
18,4,301614,11,9,2,8,0,4,1,0,0,60,38,0
43,4,146674,0,6,2,6,0,2,1,0,0,40,38,0
10,4,225291,15,10,4,1,1,4,0,0,0,40,38,0
40,2,148509,9,13,2,10,0,1,1,0,0,35,18,0
39,4,136413,3,2,2,3,0,4,1,0,0,40,38,0
10,4,126060,11,9,4,4,1,4,0,0,0,40,38,0
30,4,73064,5,4,2,7,5,2,0,0,0,35,38,0
2,4,39026,11,9,4,8,1,4,1,0,0,30,38,0
11,6,33035,2,8,0,8,4,4,0,0,0,30,38,0
26,4,193494,0,6,2,1,0,4,1,0,0,40,38,0
46,2,147440,15,10,0,4,1,4,0,0,0,35,38,0
5,0,153131,15,10,4,0,3,4,1,0,0,40,38,0
8,4,64671,11,9,0,6,3,1,0,0,0,40,29,0
18,6,225399,11,9,4,7,3,4,1,8614,0,40,38,1
3,4,174391,11,9,4,6,3,4,0,0,0,40,38,0
31,4,377757,0,6,2,12,0,4,1,0,0,70,38,0
13,2,364310,9,13,4,10,1,2,0,0,0,40,11,0
14,4,110643,9,13,2,10,0,4,1,0,0,40,38,1
3,4,70240,11,9,4,12,3,1,0,0,0,24,29,0
40,7,32694,12,14,2,10,0,4,1,0,0,50,38,1
24,4,95047,8,11,2,1,5,4,0,7688,0,44,38,1
16,4,264936,11,9,0,1,2,4,0,0,0,40,38,0
10,4,367329,8,11,2,5,0,4,1,0,0,40,38,0
17,4,56026,11,9,2,5,0,4,1,0,0,60,38,1
5,4,186452,0,6,4,3,1,4,1,0,0,30,38,0
33,4,125417,7,12,2,4,5,2,0,0,0,40,38,1
23,6,242082,9,13,2,10,0,4,1,0,0,45,38,1
20,4,31023,11,9,2,3,0,4,1,0,0,51,38,0
23,0,397346,7,12,0,0,1,4,1,0,0,40,38,0
36,4,424079,12,14,2,4,0,4,1,15024,0,55,38,1
21,6,108947,15,10,2,7,0,4,1,7688,0,40,38,1
8,7,261979,11,9,4,10,1,4,1,0,0,40,38,0
34,4,55507,11,9,2,3,0,2,1,0,0,40,38,0
5,0,291407,2,8,4,0,3,2,1,0,0,40,38,0
1,4,353358,15,10,4,8,3,4,1,0,0,16,38,0
24,4,67339,1,7,2,6,0,4,1,7688,0,40,38,1
16,4,235109,11,9,4,1,4,4,0,0,0,40,38,0
16,4,208180,9,13,4,12,1,4,0,0,0,40,38,0
50,7,423561,15,10,2,14,0,4,1,0,0,40,38,0
30,6,145290,11,9,2,4,0,4,1,0,2415,50,38,1
7,4,403671,15,10,4,7,1,4,1,0,0,40,38,0
15,2,49325,5,4,2,8,0,4,1,0,0,40,38,0
12,4,370494,11,9,4,8,4,4,0,0,0,40,25,0
8,4,267012,8,11,4,12,1,4,1,0,0,45,38,0
16,4,191856,15,10,0,1,1,4,0,0,0,40,38,0
38,4,80445,9,13,2,3,0,4,1,0,0,40,38,0
14,4,379798,15,10,2,12,0,4,1,0,0,40,38,1
15,2,168387,12,14,2,10,0,4,1,0,0,50,38,0
1,4,301948,11,9,4,11,3,4,1,34095,0,3,38,0
19,4,274809,11,9,0,1,4,4,0,0,0,50,38,0
41,4,233193,11,9,6,1,1,4,0,0,0,27,38,0
17,4,299635,12,14,2,4,0,4,1,0,1902,50,38,1
2,4,236396,1,7,4,6,1,4,1,0,0,40,38,0
4,4,688355,11,9,4,1,4,2,0,0,0,40,38,0
19,5,37019,11,9,4,5,1,4,1,0,0,50,38,0
20,4,148015,9,13,2,10,5,2,0,15024,0,40,38,1
26,4,122975,11,9,2,7,5,2,0,0,0,21,37,0
